"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Feedback"
31,"Yes","Travel_Rarely",330,"Research & Development",22,"Master","Medical",1,4,"Male",98,3,2,"Manufacturing Director",3,"Married",6179,21057,1,"Yes",15,3,4,80,2,10,3,2,10,2,6,7,"Pros I have never met so many brilliant people at one company ever I have worked for 8 years in industry now Seriously there is not a single dumb employee   Perks Google is the best company I have worked for as far as perks are concerned Name a perk and Google will beat its rival Food Massage Shuttle service Nap room  Doctor Offsites Beer on campus What else Cons If you join as a Noogler you will enjoy the perks free food massage infinite offsites intergrouplets events socials and meeting brilliant people and all that But the moment you start thinking of promotion or career role change you will start observing this  Extreme preference is given for manager feedback during performance review cycles "
27,"Yes","Travel_Rarely",135,"Research & Development",17,"Master","Life Sciences",1,4,"Female",51,3,1,"Research Scientist",3,"Single",2394,25681,1,"Yes",13,3,4,80,0,8,2,3,8,2,7,7,"Pros great perks the food at the cafeteria kept me up all night long the best and brightest engineers Most people I am working with are very wellrounded I feel I could learn a lot from most of them I can contribute to products which are used by millions of people every day I enjoy analyzing challenging problems and finding a cost effective solution Flexible hours and relaxing working environments including all  Show More Cons When you start work there they really take the time to make sure that youre trained properly so that you dont feel like a fish out of water like at other companies The free lunches great 401k etc you get large bonuses that can make the difference in a long day"
49,"Yes","Travel_Frequently",1475,"Research & Development",28,"College","Life Sciences",1,1,"Male",97,2,2,"Laboratory Technician",1,"Single",4284,22710,3,"No",20,4,1,80,0,20,2,3,4,3,1,3,"Pros free food for someone coming out of college could be quite an incentive not too many meetings can get things done Cons you are nothing if youre not in engineering"
29,"Yes","Travel_Frequently",337,"Research & Development",14,"Others","Other",1,3,"Female",84,3,3,"Healthcare Representative",4,"Single",7553,22930,0,"Yes",12,3,1,80,0,9,1,3,8,7,7,7,"Pros First and foremost smart people Overall Im very impressed with the level of intelligence of just about everybody I worked with  Second huge datasets huge scale huge opportunities Google is the place to be for working at scale period The tools are great and there are limitless computing resources  Other stuff  its still a fun environment flexible work hours flexible about projects to work on  Show More Cons Lots of flexibility on what to work on but the downside is that management controls the launch process Its likely that your project may not be allowed to launch without several revisions  Engineers used to own most product decisions but things have shifted towards product management and upper management Nobody seems to own broad strategic decisions  theres a strategy vacuum in many product areas"
31,"Yes","Travel_Frequently",667,"Sales",1,"Master","Life Sciences",1,2,"Female",50,1,1,"Sales Representative",3,"Single",1359,16154,1,"No",12,3,2,80,0,1,3,3,1,0,0,0,"Its ridiculously hard to get hired at Google They place a premium value on your pedigree education GPA even outside interests rather than on your skills and ability to contribute on a practical level A Stanford grad with a 40 GPA doesnt automatically make a better employee than a UC grad Or even gasp someone without a degree at all"
31,"Yes","Travel_Rarely",202,"Research & Development",8,"Bachelor","Life Sciences",1,1,"Female",34,2,1,"Research Scientist",2,"Single",1261,22262,1,"No",12,3,3,80,0,1,3,4,1,0,0,0,"not enough coaching lack of work life balance not a good fit for moms with young children performance reviewcalliberation is determined by a select group of peers So if you dont have a good relationship with such people you can get dinged"
25,"Yes","Travel_Rarely",383,"Sales",9,"College","Life Sciences",1,1,"Male",68,2,1,"Sales Representative",1,"Married",4400,15182,3,"No",12,3,1,80,0,6,2,3,3,2,2,2,"Pros Benefits medical subsidized massage food People bright high achievers Cool products that employees use and love Frequent performance feedback ratings given every quarter 360 feedback twice a year Employee morale varies across teams Has gotten lower as the company is growing older Cons Some functions are really unGoogley No worklife balance No respect for people unlike themselves eg youre not an exconsultant youre an idiot Teams under the same VP are not collaborative and do a poor job of sharing information Poor knowledge management Recognition goes to those who talk the loudest Mismatched job content expectations Hard to transfer internally"
46,"Yes","Travel_Rarely",377,"Sales",9,"Bachelor","Marketing",1,1,"Male",52,3,3,"Sales Executive",4,"Divorced",10096,15986,4,"No",11,3,1,80,1,28,1,4,7,7,4,3,"Pros Free Food shuttle smart prople other perks Cons There isnt really a lot of room for advancement When you start at the company things are great but after a couple of years youll realize that youll probably be stuck in the same job for a long time"
39,"Yes","Non-Travel",592,"Research & Development",2,"Bachelor","Life Sciences",1,1,"Female",54,2,1,"Laboratory Technician",1,"Single",3646,17181,2,"Yes",23,4,2,80,0,11,2,4,1,0,0,0,"Pros Google is known the world over Its probably the greatest spring board to your next big career Its hiring screens are legendary  if youve once worked at Google its known that youve passed muster at one of the most prestigious companies to work for Cons Career advancement and career development at Google is challenging Google is short on titles erring to title beneath individuals experience Navigating internal promotions is very difficult and finding the resources to set ones self up for advancement is realized only by the most political and resourceful"
31,"Yes","Travel_Frequently",1445,"Research & Development",1,"Doctor","Life Sciences",1,3,"Female",100,4,3,"Manufacturing Director",2,"Single",7446,8931,1,"No",11,3,1,80,0,10,2,3,10,8,4,7,"Long hours demeaning management egos and elitist mentality run rampant Because the globalization and product development is largely completed the ability to get in and build something is mostly over Its becoming sluggish and difficult to maneuver the sea of overachievers all wanting to be recognized"
31,"Yes","Travel_Frequently",523,"Research & Development",2,"Bachelor","Life Sciences",1,2,"Male",94,3,1,"Laboratory Technician",4,"Married",3722,21081,6,"Yes",13,3,3,80,1,7,2,1,2,2,2,2,"All of the perks are designed to keep you at work longer without additional pay Additionally promotion opportunities are generally available to those who kiss the right feet not necessarily to those whom do the best work or work the most efficiently"
34,"Yes","Travel_Rarely",1107,"Human Resources",9,"Master","Technical Degree",1,1,"Female",52,3,1,"Human Resources",3,"Married",2742,3072,1,"No",15,3,4,80,0,2,0,3,2,2,2,2,"Flat organization has given way to more hierarchy and middle managers who are often woefully inept Company has an inability to deal effectively with low performers Hard to effect change in a large organization Lots of people are becoming risk averse and more concerned about personal asscovering than making good software"
28,"Yes","Travel_Frequently",1496,"Sales",1,"Bachelor","Technical Degree",1,1,"Male",92,3,1,"Sales Representative",3,"Married",2909,15747,3,"No",15,3,4,80,1,5,3,4,3,2,1,2,"Siloed from many perspectives Most people were very unhelpful I guess they are all so buried in their work they dont have time to help you Some of this seems shortsighted since your getting up to speed will allow you to take some of their burden off but I did not see that happen"
29,"Yes","Travel_Frequently",115,"Sales",13,"Bachelor","Technical Degree",1,1,"Female",51,3,2,"Sales Executive",2,"Single",5765,17485,5,"No",11,3,1,80,0,7,4,1,5,3,0,0,"Gone are the days of a biologist being hired as a senior product manager Salar Now Google hires MBAs with 2 years at Proctor and Gamble or 3 years at an investment bank as our typical product hire People that thrive on bureaucracy and build up the team When HR is more than a few dozen people and there are both HR and Facilities vice presidents you know that the company has gotten way too top heavy"
34,"Yes","Travel_Rarely",790,"Sales",24,"Master","Medical",1,1,"Female",40,2,2,"Sales Executive",2,"Single",4599,7815,0,"Yes",23,4,3,80,0,16,2,4,15,9,10,10,"Hard to get ahead increasingly bureaucratic"
24,"Yes","Travel_Frequently",381,"Research & Development",9,"Bachelor","Medical",1,2,"Male",89,3,1,"Laboratory Technician",1,"Single",3172,16998,2,"Yes",11,3,3,80,0,4,2,2,0,0,0,0,"Office environment C It could be very noisy and interruptive with 5 to 10 persons sitting in one room Its not the best setting for strong and independent engineers to focus and develop solid code There are such engineers in our office that hardly able to focus and be quiet for more than 30 minutes always talk loud and flatter each other I am annoyed and disturbed on an hourly basis"
28,"Yes","Travel_Frequently",289,"Research & Development",2,"College","Medical",1,3,"Male",38,2,1,"Laboratory Technician",1,"Single",2561,5355,7,"No",11,3,3,80,0,8,2,2,0,0,0,0,"since there is alot of smart people means that its hard to stand out Also as they are smart it means that many are also arrogant  its not that easy to advance your career here The big company culture is starting to take hold in this company eg lots of politics and good talent leaving  Many bad managers that became managers because they were early employees"
29,"Yes","Travel_Rarely",224,"Research & Development",1,"Master","Technical Degree",1,1,"Male",100,2,1,"Research Scientist",1,"Single",2362,7568,6,"No",13,3,3,80,0,11,2,1,9,7,0,7,"My experience was that of an intern so it may not be typical but I ended up doing work I had absolutely no interest in and didnt envision getting my degree for without much opportunity to do something different When interns are recruited they dont have much of a say on what type of work theyd like to do so if youre stuck with something you dont like and want to work on more interesting things"
40,"Yes","Travel_Rarely",676,"Research & Development",9,"Master","Life Sciences",1,4,"Male",86,3,1,"Laboratory Technician",1,"Single",2018,21831,3,"No",14,3,2,80,0,15,3,1,5,4,1,0,"Mundane work If you are not an engineer you are considered back office Surprisingly the systems have not been developed enough so you end up being the bandaid holding things together"
31,"Yes","Travel_Frequently",561,"Research & Development",3,"Bachelor","Life Sciences",1,4,"Female",33,3,1,"Research Scientist",3,"Single",4084,4156,1,"No",12,3,1,80,0,7,2,1,7,2,7,7,"none the food makes up for everything the micro kitchen food is going down in quality many chiefs not enough indians our battleship is becoming a bald eagle we will fly on wings like eagles"
30,"Yes","Travel_Rarely",740,"Sales",1,"Bachelor","Life Sciences",1,2,"Male",64,2,2,"Sales Executive",1,"Married",9714,5323,1,"No",11,3,4,80,1,10,4,3,10,8,6,7,"Senior management lacking the skills  experience to manage"
35,"Yes","Travel_Rarely",104,"Research & Development",2,"Bachelor","Life Sciences",1,1,"Female",69,3,1,"Laboratory Technician",1,"Divorced",2074,26619,1,"Yes",12,3,4,80,1,1,2,3,1,0,0,0,"Sometimes managment has issue with letting people know to stance of the company You will find more information if you look yourself"
53,"Yes","Travel_Rarely",607,"Research & Development",2,"Doctor","Technical Degree",1,3,"Female",78,2,3,"Manufacturing Director",4,"Married",10169,14618,0,"No",16,3,2,80,1,34,4,3,33,7,1,9,"very arrogant culture Oldtimers may have a sense of entitlement Not much growth potential anymore unless you are politically connected with stars Too many cooks in the kitchen Too bottoms up makes crossteam work potentially frustrating Many remote offices are weak If you work with a remote team get ready for a bunch of C players with poor cultural fit"
38,"Yes","Travel_Rarely",903,"Research & Development",2,"Bachelor","Medical",1,3,"Male",81,3,2,"Manufacturing Director",2,"Married",4855,7653,4,"No",11,3,1,80,2,7,2,3,5,2,1,4,"Very hard to move up in the org Too many cooks in the kitchen Too many teams doing parallel work"
28,"Yes","Travel_Rarely",329,"Research & Development",24,"Bachelor","Medical",1,3,"Male",51,3,1,"Laboratory Technician",2,"Married",2408,7324,1,"Yes",17,3,3,80,3,1,3,3,1,1,0,0,"Again being a vendor instead of a Googler is not quite as bad as being a 2nd class citizen but it was close I also found the group I was in to be close to complacent and risk averse"
